Supplementary Data VII. Full ancient genomes dataset																					
Sample details for all ancient genomes imputed and analysed in this study, including published data (publication source in column 'Data source')																					
																					
Age (upper), Age (lower), Age average, Dating: radiocarbon date ranges (upper and lower bounds) for 95%CI and mean; dating source (direct date or context)																					
Y haplogroup major & Y haplogroup derived: Y-chromosomal haplogroup - major clade and derived subclade (where relevant) 																					
Coverage: Autosomal genome gepth of coverage (x)																					
Average GP: average genotype probability for called and imputed genotypes																					
Flag: flags used to mark samples in analyses (low coverage; low GP; close relationship to other sample; 0=no flag - see Methods)																					
IBD clustering: labels used for IBD clustering analysis (see Supplementary Note 3f)																					
																		IBD clustering			
Individual ID	Site	Country	Region	Group label	Latitude	Longitude	Data source	Age (upper)	Age (lower)	Age average	Dating	Sex	Y haplogroup (major)	Y haplogroup (derived)	Coverage	Average GP	Flag	Cluster ID	Cluster fine	Cluster global	Cluster group
VK354	Oland	Sweden	NorthernEurope	Sweden_VikingAge	56.44	16.57	Margyaran_Nature_2020	1,002	926	964	context	XY	R1a	R1a1a1b1a3a2a1	0.70	0.994	0	1.1.4.1	Sweden_1000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK334	Oland	Sweden	NorthernEurope	Sweden_VikingAge	56.81	16.73	Margyaran_Nature_2020	959	843	901	context	XX			0.56	0.991	0	1.1.2.1.1.2.6	EuropeNE_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK353	Oland	Sweden	NorthernEurope	Sweden_VikingAge	56.42	16.43	Margyaran_Nature_2020	959	843	901	context	XX			1.33	0.993	0	1.1.1.1.1.1.7	Europe_1100BP_250BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK335	Oland	Sweden	NorthernEurope	Sweden_VikingAge	56.73	16.72	Margyaran_Nature_2020	1,050	750	900	context	XY	R1b	R1b1a1b1a1	1.10	0.994	0	1.1.1.4.1.6	Europe_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK342	Oland	Sweden	NorthernEurope	Sweden_VikingAge	56.44	16.57	Margyaran_Nature_2020	1,050	750	900	context	XY	I2a	I2a1b1a2b1a2a1	1.46	0.994	0	1.1.4.1	Sweden_1000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK343	Oland	Sweden	NorthernEurope	Sweden_VikingAge	56.55	16.62	Margyaran_Nature_2020	1,050	750	900	context	XY	I1	I1	1.31	0.993	0	1.1.2.3.1.13	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK344	Oland	Sweden	NorthernEurope	Sweden_VikingAge	56.33	16.41	Margyaran_Nature_2020	1,050	750	900	context	XY	R1a	R1a1a1b1a3	1.03	0.993	0	1.1.1.2.2.6	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK345	Oland	Sweden	NorthernEurope	Sweden_VikingAge	56.73	16.72	Margyaran_Nature_2020	1,050	750	900	context	XY	R1b	R1b1a1b1a1a2c1b2	1.14	0.994	0	2.1.2.1.1.3.2.2	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
VK346	Oland	Sweden	NorthernEurope	Sweden_VikingAge	56.73	16.72	Margyaran_Nature_2020	1,050	750	900	context	XY	J2b	J2b2a1a1a1a1a1a1~	1.31	0.994	0	1.1.1.2.2.7	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK348	Oland	Sweden	NorthernEurope	Sweden_VikingAge	56.88	16.72	Margyaran_Nature_2020	1,050	750	900	context	XY	I2a	I2a1b1a2b1a2a1	1.08	0.995	0	1.1.2.1.2.2	EuropeNE_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK352	Oland	Sweden	NorthernEurope	Sweden_VikingAge	56.72	16.71	Margyaran_Nature_2020	1,050	750	900	context	XY	I1	I1	1.20	0.994	0	1.1.2.1.2.2	EuropeNE_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK380	Oland	Sweden	NorthernEurope	Sweden_VikingAge	57.34	17.02	Margyaran_Nature_2020	1,050	750	900	context	XY	I1	I1	0.11	0.983	0	1.3.1.2.1.8	EuropeNE_2600BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK443	Oland	Sweden	NorthernEurope	Sweden_VikingAge	57.34	17.02	Margyaran_Nature_2020	1,050	750	900	context	XY	I1a	I1a2a1a1d2~	2.20	0.997	0	1.3.1.1.2.6	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK533	Oland	Sweden	NorthernEurope	Sweden_VikingAge	56.81	16.73	Margyaran_Nature_2020	1,050	750	900	context	XY	N1a	N1a1a1a1a1a1a	5.04	0.998	0	1.1.2.1.1.1.13	EuropeNE_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK357	Oland	Sweden	NorthernEurope	Sweden_VikingAge	56.42	16.43	Margyaran_Nature_2020	957	837	897	context	XY	I1a	I1a2a1	1.45	0.994	0	1.2.1.1.2.2.5	EuropeNW_4000BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK428	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XX			0.18	0.987	0	1.1.1.5.1.7	Europe_1900BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK429	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XX			2.78	0.997	0	1.1.1.3.2.7	Europe_1600BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK430	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XY	N1a	N1a1a1a1a1	0.19	0.989	0	1.1.2.2.3.2	EuropeN_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK431	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XY	R1b	R1b1a1b1a1	0.26	0.991	0	1.2.1.2.2.1.2.1	Europe_4500BP_2000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK432	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XX			0.31	0.993	0	1.3.2.2.1.1	EuropeNE_2500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK433	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XX			2.25	0.996	0	1.1.1.2.2.1	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK434	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XX			0.26	0.991	0	1.3.2.2.1.5	EuropeNE_2500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK438	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XY	R1a	R1a1a1b	0.22	0.989	0	1.3.1.2.2.3	EuropeNE_2600BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK439	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XX			0.16	0.989	0	1.3.2.2.1.6	EuropeNE_2500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK455	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XX			1.63	0.997	0	1.1.1.2.1.1.7	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK456	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XX			1.41	0.997	0	1.2.1.1.1.1.1.1	EuropeNW_4000BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK457	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XX			0.19	0.988	0	1.3.1.2.2.5	EuropeNE_2600BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK458	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XX			0.18	0.988	0	1.3.2.2.1.1	EuropeNE_2500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK459	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XX			0.19	0.988	0	1.3.1.1.2.8	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK460	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XX			0.29	0.993	0	1.1.1.2.3.9	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK461	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XY	N1a	N1a1a1a1a1a2a	0.28	0.993	0	1.3.2.1.1.10	EuropeNE_2500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK463	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XY	R1a	R1a1a1b1	0.28	0.992	0	1.3.2.2.2.1	EuropeNE_2500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK56	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XX			1.09	0.995	0	1.3.2.1.1.2	EuropeNE_2500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK57	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XY	R1b	R1b1a1b1a1	0.22	0.989	0	1.2.1.2.1.2.1.3	EuropeNW_2000BP_650BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK58	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XX			4.62	0.997	0	1.1.1.1.2.2.2	Europe_1100BP_250BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK60	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XY	R1a	R1a1a1b1	0.82	0.995	0	1.3.2.2.2.2	EuropeNE_2500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK63	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XX			0.19	0.988	0	1.2.1.2.1.1.3	EuropeNW_2000BP_650BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK64	Gotland_Frojel	Sweden	NorthernEurope	Sweden_VikingAge	57.34	18.19	Margyaran_Nature_2020	1,050	900	975	context	XY	R1a	R1a1a1b1a2a	0.91	0.996	0	1.3.1.1.3.1	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK232	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XY	R1b		0.33	0.991	0	1.1.1.1.2.2.1	Europe_1100BP_250BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK450	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XX			0.12	0.984	0	1.2.1.2.1.2.1.2	EuropeNW_2000BP_650BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK452	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XY	R1a	R1a	0.24	0.990	0	1.3.2.2.1.7	EuropeNE_2500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK453	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XY	R1a	R1a1a1b	0.17	0.986	0	1.3.3.1.4	Estonia_3000BP_2500BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK454	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XX			0.25	0.990	0	1.3.1.1.2.7	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK468	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XY	R1b	R1b1a1b1a1a1c2b2b	2.96	0.997	0	1.1.1.4.2.7	Europe_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK469	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XY	R1b	R1b1a1b1a1a1c2b2a1b1a	0.23	0.991	0	1.1.1.2.3.10	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK471	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XY	R1a	R1a	0.22	0.990	0	1.3.2.2.2.3	EuropeNE_2500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK473	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XY	I1a	I1a1	1.46	0.996	0	1.3.1.1.1.10	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK474	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XY	E1b	E1b1b1b2a1a	1.66	0.996	0	1.3.1.1.2.9	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK475	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XY	R1a	R1a1a1b1	4.69	0.997	0	1.3.2.2.2.2	EuropeNE_2500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK476	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XX			0.12	0.984	0	1.3.1.2.2.3	EuropeNE_2600BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK477	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XX			1.19	0.996	0	1.1.1.3.2.8	Europe_1600BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK478	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XX			1.61	0.996	0	1.3.2.2.2.1	EuropeNE_2500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK479	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XY	G2a	G2a2b2a1a1b	1.90	0.997	0	1.1.1.2.2.8	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK48	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XY	R1a	R1a1a1b1a3a1	0.51	0.995	0	1.1.3.1.1.1.1.6	EuropeAtlantic_1800BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK50	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XY	I1	I1	6.53	0.997	0	1.1.2.1.1.1.7	EuropeNE_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK51	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XY	N1a	N1a1	0.65	0.995	0	1.3.2.1.1.2	EuropeNE_2500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK53	Gotland_Kopparsvik	Sweden	NorthernEurope	Sweden_VikingAge	57.63	18.28	Margyaran_Nature_2020	1,050	900	975	context	XY	I2a	I2a1a2	0.84	0.994	0	1.3.1.1.1.3	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK265	Karda	Sweden	NorthernEurope	Sweden_VikingAge	57.18	13.93	Margyaran_Nature_2020	1,050	750	900	context	XX			1.18	0.994	0	1.2.1.1.2.1.6	EuropeNW_4000BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK266	Karda	Sweden	NorthernEurope	Sweden_VikingAge	57.18	13.93	Margyaran_Nature_2020	1,050	750	900	context	XX			0.77	0.992	0	1.1.1.2.1.2.1	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK268	Karda	Sweden	NorthernEurope	Sweden_VikingAge	57.18	13.93	Margyaran_Nature_2020	1,050	750	900	context	XY	R1b	R1b1a1b1a1	0.16	0.986	0	1.3.1.2.1.6	EuropeNE_2600BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK108	Ljungbacka	Sweden	NorthernEurope	Sweden_VikingAge	55.54	13.05	Margyaran_Nature_2020	1,050	650	850	context	XX			0.88	0.993	0	1.1.1.2.3.2	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK217	Ljungbacka	Sweden	NorthernEurope	Sweden_VikingAge	55.54	13.05	Margyaran_Nature_2020	1,050	650	850	context	XY	R1b	R1b1a1b1a1	0.14	0.986	0	1.3.1.2.1.2	EuropeNE_2600BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK29	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	I1	I1	3.36	0.998	0	1.1.2.2.1.2.1	EuropeN_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK30	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	R1a	R1a1a1a	0.60	0.996	0	1.1.1.4.1.2	Europe_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK303	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XX			2.55	0.998	0	1.1.1.1.1.2.4	Europe_1100BP_250BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK306	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	I1	I1	1.10	0.996	0	1.1.2.2.1.1.9	EuropeN_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK308	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	R1b	R1b1a1b1a1a1b1a1a	1.52	0.997	0	1.1.2.2.1.2.2	EuropeN_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK309	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	R1a	R1a1a1b	0.32	0.992	0	1.3.1.1.2.5	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK31	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	R1b	R1b1a1b1a1a2c	0.39	0.992	0	1.1.1.2.1.1.3	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK33	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XX			0.96	0.996	1d_rel_VK406				
VK34	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	R1b	R1b1a1b1a1a1c2b2a1b1a	1.25	0.996	0	1.1.1.2.3.5	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK35	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	R1a	R1a1a1b1a3	1.16	0.996	0	1.1.1.4.2.5	Europe_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK39	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	G2a	G2a2b2a1a1b	0.17	0.988	0	1.1.1.5.1.6	Europe_1900BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK395	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	N1a	N1a1a1a1a1a2a	1.50	0.996	0	1.3.2.1.1.8	EuropeNE_2500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK396	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	R1b	R1b1a1b1a1a1c1a	1.24	0.995	0	1.1.1.3.2.2	Europe_1600BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK397	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	R1a	R1a1a1b1a3	1.43	0.996	0	1.3.2.1.1.9	EuropeNE_2500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK398	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	T1a	T1a2	1.35	0.996	0	1.1.1.1.2.1.6	Europe_1100BP_250BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK399	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	N1a	N1a1a1a1a1a1	1.78	0.997	0	1.1.2.2.2.2	EuropeN_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK40	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	R1b	R1b1a1b1a1	1.96	0.996	0	1.1.1.2.1.1.5	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK400	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	I1a	I1a1	1.11	0.995	0	1.1.3.1.1.2.7	EuropeAtlantic_1800BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK401	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	R1a	R1a1a1b1a3a2	1.31	0.996	0	1.1.3.1.2.2.3	EuropeAtlantic_1800BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK402	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XX			1.56	0.996	0	1.1.1.3.1.2.1.5	Europe_1600BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK403	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	R1b	R1b1a1b1a1a2a1b1a1	1.56	0.996	0	1.1.1.2.3.7	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK404	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	I1a	I1a1	1.49	0.996	0	1.1.2.2.2.2	EuropeN_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK405	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	R1b	R1b1a1b1a1a2c1a	1.07	0.995	0	1.2.1.1.1.2.5	EuropeNW_4000BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK406	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	N1a	N1a1a1a1a1a1	1.35	0.996	0	1.1.2.2.1.2.1	EuropeN_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK407	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	I1	I1	0.24	0.990	0	1.1.2.2.3.6	EuropeN_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK42	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	J2a	J2a1a1b2a1b	9.65	0.999	0	1.1.1.2.1.1.6	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK424	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	R1b	R1b1a1b1a1	0.14	0.985	0	1.2.1.2.1.2.2.2	EuropeNW_2000BP_650BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK425	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	R1b	R1b1a1b1a1a1c2b2b	0.12	0.984	0	1.2.1.2.1.1.6	EuropeNW_2000BP_650BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK426	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	R1b	R1b1a1b1a1	0.12	0.983	0	1.2.1.2.1.1.4	EuropeNW_2000BP_650BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK427	Varnhem	Sweden	NorthernEurope	Sweden_VikingAge	58.38	13.65	Margyaran_Nature_2020	950	650	800	context	XY	I2a	I2a1b	0.12	0.983	0	1.2.1.2.1.1.1	EuropeNW_2000BP_650BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK517	Uppsala	Sweden	NorthernEurope	Sweden_VikingAge	59.86	17.65	Margyaran_Nature_2020	850	750	800	context	XY	I2a	I2a1b1a2b1a2a1	1.09	0.996	1d_rel_VK527				
VK527	Uppsala	Sweden	NorthernEurope	Sweden_VikingAge	59.86	17.65	Margyaran_Nature_2020	850	750	800	context	XX			1.14	0.996	0	1.1.4.2	Sweden_1000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
